;CO(GT);PT08.S1(CO);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH;Month;Hour
0;0.211864406779661;0.5118449389806174;0.11103588354773188;0.3108852181279119;0.32840236686390534;0.5130395683453237;0.33333333333333337;0.4993710691823898;0.28006646141816943;0.18181818181818182;0.7826086956521738
1;0.16101694915254236;0.46302943287867915;0.06838185511171292;0.36086404066073696;0.26627218934911245;0.45323741007194246;0.32688172043010755;0.48427672955974843;0.26428187460294195;0.18181818181818182;0.8260869565217391
2;0.17796610169491525;0.5419956927494616;0.0873392010832769;0.34646336298178737;0.33136094674556216;0.45143884892086333;0.2967741935483871;0.5635220125786163;0.27635244099105705;0.18181818181818182;0.08695652173913043
3;0.17796610169491525;0.5233309404163676;0.11509817197020987;0.3261329944938585;0.3550295857988166;0.46447841726618705;0.2774193548387097;0.6389937106918239;0.2941895127791624;0.18181818181818182;0.9130434782608695
4;0.1271186440677966;0.4486719310839914;0.0873392010832769;0.373994070309191;0.33727810650887574;0.4222122302158274;0.2817204301075269;0.6339622641509434;0.29521575526560134;0.18181818181818182;0.9565217391304348
5;0.09322033898305083;0.3948312993539125;0.058903182125930945;0.4299025836509954;0.2781065088757397;0.3785971223021583;0.2817204301075269;0.6289308176100629;0.2932610076723844;0.18181818181818182;1.0
6;0.09322033898305083;0.38621679827709987;0.04062288422477996;0.48284625158831;0.22189349112426035;0.3516187050359712;0.28387096774193554;0.5987421383647797;0.28128817866393;0.18181818181818182;0.0
7;0.07627118644067796;0.3510409188801149;0.04062288422477996;0.47903430749682335;0.21893491124260353;0.3516187050359712;0.2709677419354839;0.6389937106918239;0.2861261789571422;0.18181818181818182;0.043478260869565216
8;0.06779661016949153;0.32089016511127066;0.029113067027758968;0.5324015247776366;0.17159763313609466;0.3259892086330935;0.2709677419354839;0.6352201257861635;0.2834872697062992;0.18181818181818182;0.08695652173913043
9;0.0423728813559322;0.2605886575735822;0.16580686181815565;0.5857687420584499;0.3286723396748822;0.3075539568345324;0.2623655913978495;0.6415094339622641;0.27708547133851347;0.18181818181818182;0.13043478260869565
10;0.17396182575546748;0.2613065326633166;0.012863913337846986;0.6336298178737823;0.09467455621301775;0.2904676258992806;0.25806451612903225;0.6452830188679245;0.27454429946733133;0.18181818181818182;0.17391304347826086
11;0.05084745762711864;0.3007896625987079;0.00947867298578199;0.675984752223634;0.07692307692307691;0.2837230215827338;0.2774193548387097;0.5911949685534591;0.2697062991741192;0.18181818181818182;0.21739130434782608
12;0.05084745762711864;0.2907394113424264;0.021665538253215978;0.5997458703939009;0.13609467455621302;0.30125899280575547;0.2666666666666667;0.6150943396226415;0.2690710062063236;0.18181818181818182;0.2608695652173913
13;0.0847457627118644;0.35678391959798994;0.06499661475964792;0.49470563320626854;0.23668639053254437;0.3543165467625899;0.2602150537634409;0.6339622641509434;0.2721986023554709;0.18181818181818182;0.30434782608695654
14;0.16101694915254236;0.49246231155778897;0.11645226811103587;0.3447691656077933;0.3254437869822485;0.43435251798561153;0.27311827956989254;0.6062893081761006;0.27175878414699706;0.18181818181818182;0.34782608695652173
15;0.17796610169491525;0.5053840631730079;0.0859851049424509;0.3206268530283778;0.29289940828402367;0.4640287769784173;0.2666666666666667;0.6465408805031446;0.28558862336900753;0.18181818181818182;0.3913043478260869
16;0.13559322033898302;0.4206748025843503;0.07447528774542991;0.3795002117746717;0.28402366863905326;0.4024280575539569;0.27311827956989254;0.6188679245283019;0.27879587548257834;0.18181818181818182;0.043478260869565216
17;0.11864406779661016;0.38190954773869346;0.06296547054840892;0.4260906395595087;0.26627218934911245;0.36465827338129503;0.2666666666666667;0.6125786163522012;0.2690221375164932;0.18181818181818182;0.4782608695652174
18;0.1271186440677966;0.42282842785355357;0.06905890318212593;0.4146548072850487;0.27514792899408286;0.38219424460431656;0.24516129032258066;0.7245283018867924;0.2982944827249182;0.18181818181818182;0.5217391304347826
19;0.15254237288135591;0.45872218234027284;0.09749492213947189;0.35578144853875476;0.3254437869822485;0.44334532374100727;0.21935483870967745;0.8452830188679245;0.31989444362996633;0.18181818181818182;0.5652173913043478
20;0.23728813559322032;0.5197415649676956;0.13879485443466485;0.27996611605252014;0.3727810650887574;0.5301258992805755;0.21290322580645163;0.9044025157232702;0.3366564042418023;0.18181818181818182;0.6086956521739131
21;0.17796610169491525;0.47595118449389806;0.12322274881516587;0.3218975010588734;0.36686390532544383;0.49280575539568344;0.21935483870967745;0.8880503144654086;0.3387088892146802;0.18181818181818182;0.6521739130434783
22;0.17796610169491525;0.46302943287867915;0.12931618144888288;0.33079203727234224;0.3816568047337278;0.4676258992805756;0.24946236559139787;0.7798742138364779;0.32849533304012124;0.18181818181818182;0.6956521739130435
23;0.23728813559322032;0.5283560660445082;0.16316858496953285;0.29055484963998307;0.39349112426035504;0.525179856115108;0.2516129032258065;0.7345911949685533;0.3097297561452378;0.18181818181818182;0.7391304347826086
24;0.3983050847457627;0.6704953338119168;0.1888964116452268;0.20203303684879287;0.44082840236686394;0.6888489208633093;0.2623655913978495;0.6918238993710691;0.3038655133655867;0.18181818181818182;0.7826086956521738
25;0.576271186440678;0.8104809763101222;0.25795531482735273;0.1609487505294367;0.5029585798816567;0.8012589928057554;0.24946236559139787;0.7559748427672954;0.3162781605825148;0.18181818181818182;0.8260869565217391
26;0.5084745762711864;0.7128499641062456;0.23628977657413677;0.17831427361287588;0.4822485207100592;0.7374100719424461;0.24731182795698925;0.7371069182389937;0.30718858427405565;0.18181818181818182;0.08695652173913043
27;0.3220338983050847;0.4781048097631012;0.16113744075829384;0.2689538331215587;0.39644970414201186;0.5197841726618706;0.23655913978494625;0.6893081761006289;0.27229633973513173;0.18181818181818182;0.9130434782608695
28;0.11864406779661016;0.2282842785355348;0.06228842247799594;0.4248199915290131;0.2455621301775148;0.3516187050359712;0.2172043010752688;0.6817610062893081;0.24717783316229297;0.18181818181818182;0.9565217391304348
29;0.07627118644067796;0.19095477386934678;0.030467163168584967;0.5264718339686574;0.15088757396449703;0.31519784172661874;0.2172043010752688;0.6490566037735849;0.23505839808434736;0.18181818181818182;1.0
30;0.13559322033898302;0.3108399138549892;0.08124576844955991;0.39474798814061834;0.28106508875739644;0.37050359712230213;0.21935483870967745;0.620125786163522;0.2243561550114842;0.18181818181818182;0.0
31;0.15254237288135591;0.2849964106245514;0.08869329722410291;0.39178314273612874;0.31952662721893493;0.37185251798561153;0.20645161290322583;0.6352201257861635;0.21800322533352884;0.18181818181818182;0.043478260869565216
32;0.11016949152542371;0.2447954055994257;0.05416384563303995;0.4548919949174079;0.26331360946745563;0.3385791366906475;0.1935483870967742;0.6616352201257861;0.21643942725895526;0.18181818181818182;0.08695652173913043
33;0.059322033898305086;0.17372577171572146;0.16580686181815565;0.5751800084709868;0.3286723396748822;0.2859712230215828;0.1913978494623656;0.6679245283018868;0.21570639691149884;0.18181818181818182;0.13043478260869565
